"name","app_version","date","source","component","component_version","purl","transitive"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","j2objc-annotations","3.0.0","pkg:maven/com.google.j2objc/j2objc-annotations@3.0.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","sisu-guice","3.1.0","pkg:maven/org.sonatype.sisu/sisu-guice@3.1.0?classifier=no_aop&type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","aopalliance","1.0","pkg:maven/aopalliance/aopalliance@1.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","org.eclipse.sisu.inject","0.0.0.M2a","pkg:maven/org.eclipse.sisu/org.eclipse.sisu.inject@0.0.0.M2a?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","asm","3.3.1","pkg:maven/asm/asm@3.3.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","plexus-interpolation","1.16","pkg:maven/org.codehaus.plexus/plexus-interpolation@1.16?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","plexus-classworlds","2.4.2","pkg:maven/org.codehaus.plexus/plexus-classworlds@2.4.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","plexus-component-annotations","1.5.5","pkg:maven/org.codehaus.plexus/plexus-component-annotations@1.5.5?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","plexus-sec-dispatcher","1.3","pkg:maven/org.sonatype.plexus/plexus-sec-dispatcher@1.3?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","plexus-cipher","1.4","pkg:maven/org.sonatype.plexus/plexus-cipher@1.4?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","maven-plugin-api","3.1.0","pkg:maven/org.apache.maven/maven-plugin-api@3.1.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","commons-io","2.16.1","pkg:maven/commons-io/commons-io@2.16.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","plexus-java","1.2.0","pkg:maven/org.codehaus.plexus/plexus-java@1.2.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","asm","9.6","pkg:maven/org.ow2.asm/asm@9.6?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","qdox","2.0.3","pkg:maven/com.thoughtworks.qdox/qdox@2.0.3?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","log4j-core","2.23.1","pkg:maven/org.apache.logging.log4j/log4j-core@2.23.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","log4j-api","2.23.1","pkg:maven/org.apache.logging.log4j/log4j-api@2.23.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","log4j-slf4j2-impl","2.23.1","pkg:maven/org.apache.logging.log4j/log4j-slf4j2-impl@2.23.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","surefire-extensions-api","3.5.0","pkg:maven/org.apache.maven.surefire/surefire-extensions-api@3.5.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","surefire-shared-utils","3.5.0","pkg:maven/org.apache.maven.surefire/surefire-shared-utils@3.5.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","maven-surefire-common","3.5.0","pkg:maven/org.apache.maven.surefire/maven-surefire-common@3.5.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","surefire-api","3.5.0","pkg:maven/org.apache.maven.surefire/surefire-api@3.5.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","surefire-logger-api","3.5.0","pkg:maven/org.apache.maven.surefire/surefire-logger-api@3.5.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","surefire-booter","3.5.0","pkg:maven/org.apache.maven.surefire/surefire-booter@3.5.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","surefire-extensions-spi","3.5.0","pkg:maven/org.apache.maven.surefire/surefire-extensions-spi@3.5.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","maven-resolver-util","1.4.1","pkg:maven/org.apache.maven.resolver/maven-resolver-util@1.4.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","maven-resolver-api","1.4.1","pkg:maven/org.apache.maven.resolver/maven-resolver-api@1.4.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","maven-common-artifact-filters","3.4.0","pkg:maven/org.apache.maven.shared/maven-common-artifact-filters@3.4.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jackson-databind","2.17.1","pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.17.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jackson-core","2.17.1","pkg:maven/com.fasterxml.jackson.core/jackson-core@2.17.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jackson-annotations","2.17.1","pkg:maven/com.fasterxml.jackson.core/jackson-annotations@2.17.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-context","6.1.8","pkg:maven/org.springframework/spring-context@6.1.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-aop","6.1.8","pkg:maven/org.springframework/spring-aop@6.1.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-beans","6.1.8","pkg:maven/org.springframework/spring-beans@6.1.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-core","6.1.8","pkg:maven/org.springframework/spring-core@6.1.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-jcl","6.1.8","pkg:maven/org.springframework/spring-jcl@6.1.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-expression","6.1.8","pkg:maven/org.springframework/spring-expression@6.1.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","micrometer-observation","1.13.0","pkg:maven/io.micrometer/micrometer-observation@1.13.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","micrometer-commons","1.13.0","pkg:maven/io.micrometer/micrometer-commons@1.13.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-boot","3.3.0","pkg:maven/org.springframework.boot/spring-boot@3.3.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-boot-actuator","3.3.0","pkg:maven/org.springframework.boot/spring-boot-actuator@3.3.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-boot-autoconfigure","3.3.0","pkg:maven/org.springframework.boot/spring-boot-autoconfigure@3.3.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-boot-actuator-autoconfigure","3.3.0","pkg:maven/org.springframework.boot/spring-boot-actuator-autoconfigure@3.3.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jackson-datatype-jsr310","2.17.1","pkg:maven/com.fasterxml.jackson.datatype/jackson-datatype-jsr310@2.17.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","commons-lang3","3.14.0","pkg:maven/org.apache.commons/commons-lang3@3.14.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","annotations","24.1.0","pkg:maven/org.jetbrains/annotations@24.1.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","agrona","1.21.1","pkg:maven/org.agrona/agrona@1.21.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","rocksdbjni","8.11.4","pkg:maven/org.rocksdb/rocksdbjni@8.11.4?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","junit-jupiter-api","5.10.2","pkg:maven/org.junit.jupiter/junit-jupiter-api@5.10.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","opentest4j","1.3.0","pkg:maven/org.opentest4j/opentest4j@1.3.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","junit-platform-commons","1.10.2","pkg:maven/org.junit.platform/junit-platform-commons@1.10.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","apiguardian-api","1.1.2","pkg:maven/org.apiguardian/apiguardian-api@1.1.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","assertj-core","3.26.0","pkg:maven/org.assertj/assertj-core@3.26.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","byte-buddy","1.14.17","pkg:maven/net.bytebuddy/byte-buddy@1.14.17?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","mockito-core","5.11.0","pkg:maven/org.mockito/mockito-core@5.11.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","byte-buddy-agent","1.14.17","pkg:maven/net.bytebuddy/byte-buddy-agent@1.14.17?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","objenesis","3.4","pkg:maven/org.objenesis/objenesis@3.4?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jqwik-api","1.8.5","pkg:maven/net.jqwik/jqwik-api@1.8.5?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","simpleclient","0.16.0","pkg:maven/io.prometheus/simpleclient@0.16.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","simpleclient_tracer_otel","0.16.0","pkg:maven/io.prometheus/simpleclient_tracer_otel@0.16.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","simpleclient_tracer_common","0.16.0","pkg:maven/io.prometheus/simpleclient_tracer_common@0.16.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","simpleclient_tracer_otel_agent","0.16.0","pkg:maven/io.prometheus/simpleclient_tracer_otel_agent@0.16.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","junit-jupiter-params","5.10.2","pkg:maven/org.junit.jupiter/junit-jupiter-params@5.10.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-transport","4.1.110.Final","pkg:maven/io.netty/netty-transport@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-codec","4.1.110.Final","pkg:maven/io.netty/netty-codec@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-common","4.1.110.Final","pkg:maven/io.netty/netty-common@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-transport-classes-epoll","4.1.110.Final","pkg:maven/io.netty/netty-transport-classes-epoll@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-transport-native-unix-common","4.1.110.Final","pkg:maven/io.netty/netty-transport-native-unix-common@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-transport-native-epoll","4.1.110.Final","pkg:maven/io.netty/netty-transport-native-epoll@4.1.110.Final?classifier=linux-x86_64&type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-handler","4.1.110.Final","pkg:maven/io.netty/netty-handler@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-tcnative-boringssl-static","2.0.65.Final","pkg:maven/io.netty/netty-tcnative-boringssl-static@2.0.65.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-tcnative-classes","2.0.65.Final","pkg:maven/io.netty/netty-tcnative-classes@2.0.65.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-tcnative-boringssl-static","2.0.65.Final","pkg:maven/io.netty/netty-tcnative-boringssl-static@2.0.65.Final?classifier=linux-x86_64&type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-tcnative-boringssl-static","2.0.65.Final","pkg:maven/io.netty/netty-tcnative-boringssl-static@2.0.65.Final?classifier=linux-aarch_64&type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-tcnative-boringssl-static","2.0.65.Final","pkg:maven/io.netty/netty-tcnative-boringssl-static@2.0.65.Final?classifier=osx-x86_64&type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-tcnative-boringssl-static","2.0.65.Final","pkg:maven/io.netty/netty-tcnative-boringssl-static@2.0.65.Final?classifier=osx-aarch_64&type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-tcnative-boringssl-static","2.0.65.Final","pkg:maven/io.netty/netty-tcnative-boringssl-static@2.0.65.Final?classifier=windows-x86_64&type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","commons-math3","3.6.1","pkg:maven/org.apache.commons/commons-math3@3.6.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","kryo","5.6.0","pkg:maven/com.esotericsoftware/kryo@5.6.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","reflectasm","1.11.9","pkg:maven/com.esotericsoftware/reflectasm@1.11.9?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-buffer","4.1.110.Final","pkg:maven/io.netty/netty-buffer@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-codec-dns","4.1.110.Final","pkg:maven/io.netty/netty-codec-dns@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-resolver-dns","4.1.110.Final","pkg:maven/io.netty/netty-resolver-dns@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-resolver","4.1.110.Final","pkg:maven/io.netty/netty-resolver@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","minlog","1.3.1","pkg:maven/com.esotericsoftware/minlog@1.3.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","zeebe-scheduler","8.6.0-SNAPSHOT","pkg:maven/io.camunda/zeebe-scheduler@8.6.0-SNAPSHOT?classifier=tests&type=test-jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","micrometer-core","1.13.0","pkg:maven/io.micrometer/micrometer-core@1.13.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","HdrHistogram","2.2.2","pkg:maven/org.hdrhistogram/HdrHistogram@2.2.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","LatencyUtils","2.0.3","pkg:maven/org.latencyutils/LatencyUtils@2.0.3?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","httpcore5","5.2.4","pkg:maven/org.apache.httpcomponents.core5/httpcore5@5.2.4?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-protobuf","1.64.0","pkg:maven/io.grpc/grpc-protobuf@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","proto-google-common-protos","2.39.1","pkg:maven/com.google.api.grpc/proto-google-common-protos@2.39.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-protobuf-lite","1.64.0","pkg:maven/io.grpc/grpc-protobuf-lite@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","httpclient5","5.3.1","pkg:maven/org.apache.httpcomponents.client5/httpclient5@5.3.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","httpcore5-h2","5.2.4","pkg:maven/org.apache.httpcomponents.core5/httpcore5-h2@5.2.4?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-stub","1.64.0","pkg:maven/io.grpc/grpc-stub@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-core","1.64.0","pkg:maven/io.grpc/grpc-core@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","gson","2.11.0","pkg:maven/com.google.code.gson/gson@2.11.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","annotations","4.1.1.4","pkg:maven/com.google.android/annotations@4.1.1.4?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","animal-sniffer-annotations","1.23","pkg:maven/org.codehaus.mojo/animal-sniffer-annotations@1.23?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","perfmark-api","0.26.0","pkg:maven/io.perfmark/perfmark-api@0.26.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-context","1.64.0","pkg:maven/io.grpc/grpc-context@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-netty","1.64.0","pkg:maven/io.grpc/grpc-netty@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-codec-http2","4.1.110.Final","pkg:maven/io.netty/netty-codec-http2@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-codec-http","4.1.110.Final","pkg:maven/io.netty/netty-codec-http@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-handler-proxy","4.1.110.Final","pkg:maven/io.netty/netty-handler-proxy@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","netty-codec-socks","4.1.110.Final","pkg:maven/io.netty/netty-codec-socks@4.1.110.Final?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-util","1.64.0","pkg:maven/io.grpc/grpc-util@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","protobuf-java","3.25.3","pkg:maven/com.google.protobuf/protobuf-java@3.25.3?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jackson-dataformat-yaml","2.17.1","pkg:maven/com.fasterxml.jackson.dataformat/jackson-dataformat-yaml@2.17.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","msgpack-core","0.9.8","pkg:maven/org.msgpack/msgpack-core@0.9.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","camunda-xml-model","7.21.0","pkg:maven/org.camunda.bpm.model/camunda-xml-model@7.21.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jackson-dataformat-msgpack","0.9.8","pkg:maven/org.msgpack/jackson-dataformat-msgpack@0.9.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","snakeyaml","2.2","pkg:maven/org.yaml/snakeyaml@2.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-api","1.64.0","pkg:maven/io.grpc/grpc-api@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","testcontainers","1.19.8","pkg:maven/org.testcontainers/testcontainers@1.19.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","commons-compress","1.26.2","pkg:maven/org.apache.commons/commons-compress@1.26.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","commons-codec","1.17.0","pkg:maven/commons-codec/commons-codec@1.17.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","duct-tape","1.0.8","pkg:maven/org.rnorth.duct-tape/duct-tape@1.0.8?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","docker-java-api","3.3.6","pkg:maven/com.github.docker-java/docker-java-api@3.3.6?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","docker-java-transport-zerodep","3.3.6","pkg:maven/com.github.docker-java/docker-java-transport-zerodep@3.3.6?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","docker-java-transport","3.3.6","pkg:maven/com.github.docker-java/docker-java-transport@3.3.6?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jna","5.14.0","pkg:maven/net.java.dev.jna/jna@5.14.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jmh-core","1.37","pkg:maven/org.openjdk.jmh/jmh-core@1.37?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","jopt-simple","5.0.4","pkg:maven/net.sf.jopt-simple/jopt-simple@5.0.4?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","awaitility","4.2.1","pkg:maven/org.awaitility/awaitility@4.2.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","java-jwt","4.4.0","pkg:maven/com.auth0/java-jwt@4.4.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","concurrency-limits-core","0.5.1","pkg:maven/com.netflix.concurrency-limits/concurrency-limits-core@0.5.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","junit-vintage-engine","5.10.2","pkg:maven/org.junit.vintage/junit-vintage-engine@5.10.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","junit-platform-engine","1.10.2","pkg:maven/org.junit.platform/junit-platform-engine@1.10.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","junit-jupiter-engine","5.10.2","pkg:maven/org.junit.jupiter/junit-jupiter-engine@5.10.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","zeebe-logstreams","8.6.0-SNAPSHOT","pkg:maven/io.camunda/zeebe-logstreams@8.6.0-SNAPSHOT?classifier=tests&type=test-jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spotbugs-annotations","4.8.5","pkg:maven/com.github.spotbugs/spotbugs-annotations@4.8.5?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","grpc-services","1.64.0","pkg:maven/io.grpc/grpc-services@1.64.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","protobuf-java-util","3.25.3","pkg:maven/com.google.protobuf/protobuf-java-util@3.25.3?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","java-grpc-prometheus","0.6.0","pkg:maven/me.dinowernli/java-grpc-prometheus@0.6.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","scala-library","2.13.14","pkg:maven/org.scala-lang/scala-library@2.13.14?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","camunda-dmn-model","7.21.0","pkg:maven/org.camunda.bpm.model/camunda-dmn-model@7.21.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","dmn-engine","1.9.0","pkg:maven/org.camunda.bpm.extension.dmn.scala/dmn-engine@1.9.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","cron-utils","9.2.1","pkg:maven/com.cronutils/cron-utils@9.2.1?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","feel-engine","1.17.7","pkg:maven/org.camunda.feel/feel-engine@1.17.7?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","fastparse_2.13","3.0.2","pkg:maven/com.lihaoyi/fastparse_2.13@3.0.2?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","sourcecode_2.13","0.3.0","pkg:maven/com.lihaoyi/sourcecode_2.13@0.3.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","geny_2.13","1.0.0","pkg:maven/com.lihaoyi/geny_2.13@1.0.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","spring-security-crypto","6.3.0","pkg:maven/org.springframework.security/spring-security-crypto@6.3.0?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","zstd-jni","1.5.6-3","pkg:maven/com.github.luben/zstd-jni@1.5.6-3?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","sdk-core","2.25.62","pkg:maven/software.amazon.awssdk/sdk-core@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","annotations","2.25.62","pkg:maven/software.amazon.awssdk/annotations@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","metrics-spi","2.25.62","pkg:maven/software.amazon.awssdk/metrics-spi@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","endpoints-spi","2.25.62","pkg:maven/software.amazon.awssdk/endpoints-spi@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","http-auth-spi","2.25.62","pkg:maven/software.amazon.awssdk/http-auth-spi@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","http-auth-aws","2.25.62","pkg:maven/software.amazon.awssdk/http-auth-aws@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","checksums-spi","2.25.62","pkg:maven/software.amazon.awssdk/checksums-spi@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","checksums","2.25.62","pkg:maven/software.amazon.awssdk/checksums@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","identity-spi","2.25.62","pkg:maven/software.amazon.awssdk/identity-spi@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","utils","2.25.62","pkg:maven/software.amazon.awssdk/utils@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","profiles","2.25.62","pkg:maven/software.amazon.awssdk/profiles@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","s3","2.25.62","pkg:maven/software.amazon.awssdk/s3@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","aws-xml-protocol","2.25.62","pkg:maven/software.amazon.awssdk/aws-xml-protocol@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","aws-query-protocol","2.25.62","pkg:maven/software.amazon.awssdk/aws-query-protocol@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","protocol-core","2.25.62","pkg:maven/software.amazon.awssdk/protocol-core@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","arns","2.25.62","pkg:maven/software.amazon.awssdk/arns@2.25.62?type=jar","true"
"Zoolab","7.3","2025-06-27T10:07:15Z","cdxgen","crt-core","2.25.62","pkg:maven/software.amazon.awssdk/crt-core@2.25.62?type=jar","true"
